"","newy","meantreat15","x","Date.closed.K.12.schools","Closed.non.essential.businesses","Mandate.face.mask.use.by.employees.in.public.facing.businesses","State.of.emergency","totalTestResults","id","days","newcase"
"165",0,0,0,1,1,1,1,NA,2,14,0
"166",0,0,0,1,1,1,1,NA,2,15,0
"167",0,0,0,1,1,1,1,NA,2,16,0
"168",0,0,0,1,1,1,1,NA,2,17,0
"169",0,0,0,1,1,1,1,NA,2,18,0
"170",0,0,0,1,1,1,1,NA,2,19,0
"171",0,0,0,1,1,1,1,NA,2,20,0
"172",0,0,0,1,1,1,1,NA,2,21,0
"173",0,0,0,1,1,1,1,NA,2,22,0
"174",0,0,0,1,1,1,1,NA,2,23,0
"175",0,0,0,1,1,1,1,NA,2,24,0
"176",0,0,0,1,1,1,1,NA,2,25,0
"177",0,0,0,1,1,1,1,NA,2,26,0
"178",0,0,0,1,1,1,1,NA,2,27,0
"179",0,0,0,1,1,1,1,NA,2,28,0
"180",0,0,0,1,1,1,1,NA,2,29,0
"181",0,0,0,1,1,1,1,NA,2,30,0
"182",0,0,0,1,1,1,1,NA,2,31,0
"183",0,0,0,1,1,1,1,NA,2,32,0
"184",0,0,0,1,1,1,1,NA,2,33,0
"185",0,0,0,1,1,1,1,NA,2,34,0
"186",0,0,0,1,1,1,1,NA,2,35,0
"187",0,0,0,1,1,1,1,NA,2,36,0
"188",0,0,0,1,1,1,1,NA,2,37,0
"189",0,0,0,1,1,1,1,NA,2,38,0
"190",0,0,0,1,1,1,1,NA,2,39,0
"191",0,0,0,1,1,1,1,NA,2,40,0
"192",0,0,0,1,1,1,1,NA,2,41,0
"193",0,0,0,1,1,1,1,NA,2,42,0
"194",0,0,0,1,1,1,1,NA,2,43,0
"195",0,0,0,1,1,1,1,NA,2,44,0
"196",0,0,0,1,1,1,1,NA,2,45,0
"197",0,0,0,1,1,1,1,8,2,46,0
"198",0,0,0,1,1,1,1,12,2,47,0
"199",0,0,0,1,1,1,1,14,2,48,0
"200",0,0,0,1,1,1,1,23,2,49,0
"201",0,0,0,1,1,1,1,23,2,50,0
"202",0,0,0,1,1,1,1,46,2,51,0
"203",0.693147180559945,0,0,1,1,1,0,46,2,52,1
"204",-0.693147180559945,0,0,1,1,1,0,60,2,53,0
"205",0,0,0,1,1,1,0,144,2,54,0
"206",0,0,0,1,1,1,0,144,2,55,0
"207",1.09861228866811,0,0,1,1,1,0,144,2,56,2
"208",0,0,0,0,1,1,0,337,2,57,2
"209",0.287682072451781,0,0,0,1,1,0,412,2,58,3
"210",0,0,0,0,1,1,0,438,2,59,3
"211",-0.287682072451781,0,0,0,1,1,0,698,2,60,2
"212",0.693147180559945,0,0,0,1,1,0,772,2,61,5
"213",0.773189888233482,0,0,0,1,1,0,968,2,62,12
"214",-0.955511445027436,0,0,0,1,1,0,968,2,63,4
"215",0.470003629245735,0,0,0,1,1,0,1022,2,64,7
"216",0.693147180559945,0,0,0,1,1,0,1691,2,65,15
"217",-1.67397643357167,0,0,0,1,1,0,1860,2,66,2
"218",2.23359222150709,0.0666666666666667,1,0,1,1,0,2388,2,67,27
"219",-0.441832752279039,0.133333333333333,1,0,1,1,0,2921,2,68,17
"220",-0.325422400434628,0.2,1,0,0,1,0,3334,2,69,12
"221",-0.773189888233482,0.266666666666667,1,0,0,1,0,3654,2,70,5
"222",0.847297860387203,0.333333333333333,1,0,0,1,0,3713,2,71,13
"223",-0.154150679827258,0.4,1,0,0,1,0,4603,2,72,11
"224",0.22314355131421,0.466666666666667,1,0,0,1,0,5022,2,73,14
"225",0,0.533333333333333,1,0,0,1,0,6016,2,74,14
"226",0,0.6,1,0,0,1,0,6040,2,75,14
"227",-0.916290731874155,0.666666666666667,1,0,0,1,0,6284,2,76,5
"228",1.38629436111989,0.733333333333333,1,0,0,1,0,6883,2,77,23
"229",-0.538996500732687,0.8,1,0,0,1,0,6913,2,78,13
"230",-0.336472236621213,0.866666666666667,1,0,0,1,0,7068,2,79,9
"231",0.182321556793954,0.933333333333333,1,0,0,1,0,7223,2,80,11
"232",0,1,1,0,0,1,0,7432,2,81,11
"233",0.287682072451781,1,1,0,0,1,0,7732,2,82,15
"234",-0.980829253011726,1,1,0,0,1,0,8038,2,83,5
"235",0.405465108108165,1,1,0,0,1,0,7830,2,84,8
"236",0,1,1,0,0,1,0,8348,2,85,8
"237",-0.117783035656384,1,1,0,0,1,0,8664,2,86,7
"238",0.22314355131421,1,1,0,0,1,0,8735,2,87,9
"239",-0.510825623765991,1,1,0,0,1,0,9450,2,88,5
"240",0,1,1,0,0,1,0,9655,2,89,5
"241",-0.693147180559945,1,1,0,0,1,0,9895,2,90,2
"242",1.09861228866811,1,1,0,0,1,0,10124,2,91,8
"243",-0.251314428280906,1,1,0,0,1,0,11119,2,92,6
"244",-0.847297860387203,1,1,0,0,1,0,12159,2,93,2
"245",0,1,1,0,0,1,0,12161,2,94,2
"246",-1.09861228866811,1,1,0,0,1,0,12281,2,95,0
"247",0.693147180559945,1,1,0,0,0,0,15732,2,96,1
"248",1.09861228866811,1,1,0,0,0,0,16177,2,97,5
"249",0.154150679827258,1,1,0,0,0,0,16256,2,98,6
"250",-0.336472236621213,1,1,0,0,0,0,17089,2,99,4
"251",-1.6094379124341,1,1,0,0,0,0,19119,2,100,0
"252",2.30258509299405,1,1,0,0,0,0,19119,2,101,9
"253",-1.6094379124341,1,1,0,0,0,0,20325,2,102,1
"254",0.693147180559945,1,1,0,0,0,0,21399,2,103,3
"255",-0.287682072451781,1,1,0,0,0,0,21578,2,104,2
"256",-0.405465108108164,1,1,0,0,0,0,21723,2,105,1
"257",0,1,1,0,0,0,0,22692,2,106,1
"258",0.405465108108164,1,1,0,0,0,0,23655,2,107,2
"259",0.287682072451781,1,1,0,0,0,0,24341,2,108,3
"260",-0.693147180559945,1,1,0,0,0,0,25473,2,109,1
"261",0,1,1,0,0,0,0,26449,2,110,1
"262",-0.693147180559945,1,1,0,0,0,0,27364,2,111,0
"263",1.6094379124341,1,1,0,0,0,0,28680,2,112,4
"264",-1.6094379124341,1,1,0,0,0,0,29961,2,113,0
"265",0,1,1,0,0,0,0,30649,2,114,0
"266",1.79175946922805,1,1,0,0,0,0,31762,2,115,5
"267",-1.79175946922805,1,1,0,0,0,0,32418,2,116,0
"268",0,1,1,0,0,0,0,33281,2,117,0
"269",0,1,1,0,0,0,0,34651,2,118,0
"270",2.56494935746154,1,1,0,0,0,0,35611,2,119,12
"271",-1.87180217690159,1,1,0,0,0,0,36380,2,120,1
"272",-0.693147180559945,1,1,0,0,0,0,37045,2,121,0
"273",1.09861228866811,1,1,0,0,0,0,39545,2,122,2
"274",0.51082562376599,1,1,0,0,0,0,41446,2,123,4
"275",-1.6094379124341,1,1,0,0,0,0,42351,2,124,0
"276",0.693147180559945,1,1,0,0,0,0,43507,2,125,1
"277",0.405465108108164,1,1,0,0,0,0,44472,2,126,2
"278",-0.405465108108164,1,1,0,0,0,0,44964,2,127,1
"279",1.94591014905531,1,1,0,0,0,0,46363,2,128,13
"280",-0.847297860387203,1,1,0,0,0,0,47970,2,129,5
"281",-0.182321556793955,1,1,0,0,0,0,49439,2,130,4
"282",1.68639895357023,1,1,0,0,0,0,51695,2,131,26
"283",-1.21639532432449,1,1,0,0,0,0,51695,2,132,7
"284",0.965080896043587,1,1,0,0,0,0,54190,2,133,20
"285",-0.100083458556983,1,1,0,0,0,0,56203,2,134,18
"286",-0.747214401830221,1,1,0,0,0,0,58182,2,135,8
"287",0.287682072451781,1,1,0,0,0,0,60097,2,136,11
"288",0.0800427076735364,1,1,0,0,0,0,60990,2,137,12
"289",-0.367724780125317,1,1,0,0,0,0,63901,2,138,8
"290",0.798507696217771,1,1,0,0,0,0,64904,2,139,19
"291",-0.59783700075562,1,1,0,0,0,0,65912,2,140,10
"292",0.646627164925052,1,1,0,0,0,0,66890,2,141,20
"293",-0.154150679827258,1,1,0,0,0,0,67720,2,142,17
"294",-0.117783035656383,1,1,0,0,0,0,69011,2,143,15
"295",0.628608659422374,1,1,0,0,0,0,70880,2,144,29
"296",-1.32175583998232,1,1,0,0,0,0,71803,2,145,7
"297",-0.693147180559945,1,1,0,0,0,0,73467,2,146,3
"298",1.17865499634165,1,1,0,0,0,0,74437,2,147,12
"299",0.479573080261886,1,1,0,0,0,0,76215,2,148,20
"300",-0.479573080261886,1,1,0,0,0,0,77709,2,149,12
"301",0.0741079721537217,1,1,0,0,0,0,81185,2,150,13
"302",0.451985123743058,1,1,0,0,0,0,83631,2,151,21
"303",NA,0,0,NA,NA,NA,NA,NA,3,1,0
"304",0,0,0,NA,NA,NA,NA,NA,3,2,0
"305",0,0,0,1,1,1,1,NA,3,3,0
"306",0,0,0,1,1,1,1,NA,3,4,0
"307",0.693147180559945,0,0,1,1,1,1,NA,3,5,1
"308",-0.693147180559945,0,0,1,1,1,1,NA,3,6,0
"309",0,0,0,1,1,1,1,NA,3,7,0
"310",0,0,0,1,1,1,1,NA,3,8,0
"311",0,0,0,1,1,1,1,NA,3,9,0
"312",0,0,0,1,1,1,1,NA,3,10,0
"313",0,0,0,1,1,1,1,NA,3,11,0
"314",0,0,0,1,1,1,1,NA,3,12,0
"315",0,0,0,1,1,1,1,NA,3,13,0
"316",0,0,0,1,1,1,1,NA,3,14,0
"317",0,0,0,1,1,1,1,NA,3,15,0
"318",0,0,0,1,1,1,1,NA,3,16,0
"319",0,0,0,1,1,1,1,NA,3,17,0
"320",0,0,0,1,1,1,1,NA,3,18,0
"321",0,0,0,1,1,1,1,NA,3,19,0
"322",0,0,0,1,1,1,1,NA,3,20,0
"323",0,0,0,1,1,1,1,NA,3,21,0
"324",0,0,0,1,1,1,1,NA,3,22,0
"325",0,0,0,1,1,1,1,NA,3,23,0
"326",0,0,0,1,1,1,1,NA,3,24,0
"327",0,0,0,1,1,1,1,NA,3,25,0
"328",0,0,0,1,1,1,1,NA,3,26,0
"329",0,0,0,1,1,1,1,NA,3,27,0
"330",0,0,0,1,1,1,1,NA,3,28,0
"331",0,0,0,1,1,1,1,NA,3,29,0
"332",0,0,0,1,1,1,1,NA,3,30,0
"333",0,0,0,1,1,1,1,NA,3,31,0
"334",0,0,0,1,1,1,1,NA,3,32,0
"335",0,0,0,1,1,1,1,NA,3,33,0
"336",0,0,0,1,1,1,1,NA,3,34,0
"337",0,0,0,1,1,1,1,NA,3,35,0
"338",0,0,0,1,1,1,1,NA,3,36,0
"339",0,0,0,1,1,1,1,NA,3,37,0
"340",0,0,0,1,1,1,1,NA,3,38,0
"341",0,0,0,1,1,1,1,NA,3,39,0
"342",0,0,0,1,1,1,1,NA,3,40,0
"343",0,0,0,1,1,1,1,NA,3,41,0
"344",0,0,0,1,1,1,1,NA,3,42,0
"345",0,0,0,1,1,1,1,NA,3,43,0
"346",0,0,0,1,1,1,1,29,3,44,0
"347",0.693147180559945,0,0,1,1,1,1,30,3,45,1
"348",0.405465108108164,0,0,1,1,1,1,36,3,46,2
"349",-1.09861228866811,0,0,1,1,1,1,49,3,47,0
"350",0,0,0,1,1,1,1,49,3,48,0
"351",1.09861228866811,0,0,1,1,1,1,49,3,49,2
"352",0.287682072451781,0,0,1,1,1,1,57,3,50,3
"353",-1.38629436111989,0,0,1,1,1,1,68,3,51,0
"354",0,0,0,1,1,1,0,91,3,52,0
"355",1.38629436111989,0,0,1,1,1,0,103,3,53,3
"356",-1.38629436111989,0,0,1,1,1,0,133,3,54,0
"357",1.94591014905531,0,0,1,1,1,0,133,3,55,6
"358",-0.847297860387203,0,0,1,1,1,0,143,3,56,2
"359",0.980829253011726,0,0,0,1,1,0,162,3,57,7
"360",0.864997437486605,0,0,0,1,1,0,176,3,58,18
"361",0.233614851181505,0,0,0,1,1,0,219,3,59,23
"362",0.432864082296279,0,0,0,1,1,0,276,3,60,36
"363",0.280902385466402,0,0,0,1,1,0,344,3,61,48
"364",0.538996500732687,0,0,0,1,1,0,434,3,62,83
"365",0.0909717782057271,0,0,0,1,1,0,574,3,63,91
"366",-0.191055236762709,0,0,0,1,1,0,670,3,64,75
"367",0.351397886837889,0,0,0,1,1,0,773,3,65,107
"368",0.380463805902747,0,0,0,1,1,0,924,3,66,157
"369",-0.371247150797823,0,0,0,1,1,0,8191,3,67,108
"370",0.299084704549593,0,0,0,1,1,0,8328,3,68,146
"371",0.486030965152775,0,0,0,1,1,0,13872,3,69,238
"372",-0.586114423709757,0.0666666666666667,1,0,1,1,0,16759,3,70,132
"373",-0.0620353909194522,0.133333333333333,1,0,0,1,0,19371,3,71,124
"374",0.386622020306684,0.2,1,0,0,1,0,21058,3,72,183
"375",-0.0558804583944568,0.266666666666667,1,0,0,1,0,22709,3,73,173
"376",0.366397639917254,0.333333333333333,1,0,0,1,0,24673,3,74,250
"377",0,0.4,1,0,0,1,0,27160,3,75,250
"378",-0.267957567104002,0.466666666666667,1,0,0,1,0,27410,3,76,191
"379",-0.503905180921417,0.533333333333333,1,0,0,1,0,32534,3,77,115
"380",0.270290329739912,0.6,1,0,0,1,0,33375,3,78,151
"381",0.656292088170791,0.666666666666667,1,0,0,1,0,34564,3,79,292
"382",-1.12629571741653,0.733333333333333,1,0,0,1,0,37178,3,80,94
"383",1.08803017933757,0.8,1,0,0,1,0,37734,3,81,281
"384",-0.631271776841858,0.866666666666667,1,0,0,1,0,40530,3,82,149
"385",0.0892311337279432,0.933333333333333,1,0,0,1,0,42109,3,83,163
"386",-0.445906077666676,1,1,0,0,1,0,43347,3,84,104
"387",0.395895657092014,1,1,0,0,1,0,44096,3,85,155
"388",0.563272099138533,1,1,0,0,1,0,45310,3,86,273
"389",0.00364299127850121,1,1,0,0,1,0,47398,3,87,274
"390",-0.250795082644721,1,1,0,0,1,0,49230,3,88,213
"391",-0.0188684843043827,1,1,0,0,1,0,51045,3,89,209
"392",-0.434452644981416,1,1,0,0,1,0,52990,3,90,135
"393",0.32909212932359,1,1,0,0,1,0,54500,3,91,188
"394",0.142748047729446,1,1,0,0,1,0,55152,3,92,217
"395",0.319287411867112,1,1,0,0,1,0,56601,3,93,299
"396",-0.0906543682681304,1,1,0,0,1,0,58697,3,94,273
"397",-0.124190380231384,1,1,0,0,1,0,60714,3,95,241
"398",0.0285151703080206,1,1,0,0,1,0,62508,3,96,248
"399",-0.259957524436926,1,1,0,0,1,0,64811,3,97,191
"400",0.184922338494012,1,1,0,0,1,0,66543,3,98,230
"401",0.0988458346366325,1,1,0,0,1,0,67438,3,99,254
"402",0.561295049455143,1,1,0,0,1,0,68813,3,100,446
"403",-0.349985955787936,1,1,0,0,1,0,71786,3,101,314
"404",0.228841572428848,1,1,0,0,1,0,74879,3,102,395
"405",-0.357396705067142,1,1,0,0,1,0,77997,3,103,276
"406",0.0284716740813122,1,1,0,0,1,0,81119,3,104,284
"407",0.292931428337925,1,1,0,0,1,0,85253,3,105,381
"408",0.0535159533401073,1,1,0,0,1,0,88260,3,106,402
"409",-0.522473010015172,1,1,0,0,1,0,91737,3,107,238
"410",0.890006895799927,1,1,0,0,1,0,96434,3,108,581
"411",-0.291124416642754,1,1,0,0,1,0,101125,3,109,434
"412",-1.00017221585486,1,1,0,0,0,0,105810,3,110,159
"413",0.504556010752395,1,1,0,0,0,0,110377,3,111,264
"414",0.289567087147552,1,1,0,0,0,0,116464,3,112,353
"415",0.306570356971987,1,1,0,0,0,0,122842,3,113,480
"416",-0.0468170600452158,1,1,0,0,0,0,127750,3,114,458
"417",0.0775257166643826,1,1,0,0,0,0,134338,3,115,495
"418",0.00402415029972492,1,1,0,0,0,0,142001,3,116,497
"419",-0.575810473855404,1,1,0,0,0,0,146788,3,117,279
"420",-0.0588405000229333,1,1,0,0,0,0,151761,3,118,263
"421",0.334847540894211,1,1,0,0,0,0,156473,3,119,368
"422",-0.108678268663464,1,1,0,0,0,0,161571,3,120,330
"423",0.291451394668073,1,1,0,0,0,0,165435,3,121,442
"424",-0.469552263857797,1,1,0,0,0,0,171627,3,122,276
"425",0.439767702500269,1,1,0,0,0,0,176003,3,123,429
"426",-0.279960026357871,1,1,0,0,0,0,180439,3,124,324
"427",-0.490520357605245,1,1,0,0,0,0,183641,3,125,198
"428",0.376576098256027,1,1,0,0,0,0,187782,3,126,289
"429",0.450416495970431,1,1,0,0,0,0,190731,3,127,454
"430",0.207639364778244,1,1,0,0,0,0,196266,3,128,559
"431",0.0623038833361553,1,1,0,0,0,0,202914,3,129,595
"432",0.277987581352053,1,1,0,0,0,0,209813,3,130,786
"433",-0.147607120858707,1,1,0,0,0,0,217047,3,131,678
"434",-1.25276296849537,1,1,0,0,0,0,225206,3,132,193
"435",1.76741044021777,1,1,0,0,0,0,228070,3,133,1135
"436",-0.0385871111045581,1,1,0,0,0,0,237833,3,134,1092
"437",-0.7219194669346,1,1,0,0,0,0,244525,3,135,530
"438",1.07382550968565,1,1,0,0,0,0,249755,3,136,1553
"439",-0.427916026678909,1,1,0,0,0,0,263865,3,137,1012
"440",0.418216629590196,1,1,0,0,0,0,271646,3,138,1538
"441",-0.802196536247575,1,1,0,0,0,0,281621,3,139,689
"442",-0.108586324906708,1,1,0,0,0,0,288081,3,140,618
"443",0.922410899149402,1,1,0,0,0,0,293213,3,141,1556
"444",-0.0949248975803334,1,1,0,0,0,0,299687,3,142,1415
"445",0.224837031820543,1,1,0,0,0,0,309582,3,143,1772
"446",-0.0890130713988491,1,1,0,0,0,0,322779,3,144,1621
"447",-0.437731023804822,1,1,0,0,0,0,328397,3,145,1046
"448",0.0842217525766449,1,1,0,0,0,0,338045,3,146,1138
