"","date","low_bound","up_bound","cumcase_predicted"
"108",110,676675.772757264,1073762.70550879,823709.946532596
"109",111,683631.887500393,1083907.67934008,831756.723919796
"110",112,689872.804688962,1093771.38582306,839234.579968222
"111",113,695061.815391989,1102805.97117895,845744.926999222
"112",114,701344.068518228,1112938.16536233,853349.009431807
"113",115,707142.940359896,1122459.98047879,860420.117021335
"114",116,712536.700802035,1132305.25638053,867369.672150544
"115",117,716327.512349533,1139244.4871945,872241.691901312
"116",118,720903.792861047,1147174.49193087,877959.559359646
"117",119,726035.772967843,1156613.74891518,884543.947596997
"118",120,731104.910723911,1165809.18254606,891022.371722386
"119",121,735670.92245749,1174591.75660841,897022.260198137
"120",122,741706.415129625,1184908.99090847,904518.381834624
"121",123,747540.023175844,1196844.18825876,912487.986537572
"122",124,751572.769737676,1204503.10964149,917766.59655392
"123",125,755291.141581741,1212138.8940069,922837.666599288
"124",126,759498.776738927,1220370.66864073,928407.136721686
"125",127,763506.988656684,1228568.91570213,933844.79469433
"126",128,772575.717683647,1242074.11780382,944428.949187202
"127",129,777664.595890445,1251131.81866201,950868.849493937
"128",130,785099.229150755,1265492.77499675,960744.148319723
"129",131,788936.90616633,1273256.32623198,965937.087375405
"130",132,792580.345737095,1281045.69195395,971012.902728349
"131",133,795862.084321642,1288136.22863463,975586.606298952
"132",134,800101.068544701,1296728.84383094,981314.697470691
"133",135,804796.245522927,1305891.83477429,987527.924339975
"134",136,809500.572872603,1314806.26907811,993661.915677039
"135",137,815415.815245166,1327991.29391527,1002118.65899197
"136",138,819649.356547984,1336725.13085028,1007901.44405117
"137",139,823358.112485524,1344388.06632596,1012964.17809461
"138",140,827432.410646263,1352377.70141596,1018357.9201486
"139",141,831866.662000421,1361624.03453718,1024435.12583233
"140",142,836483.418345047,1370944.55090559,1030657.71856096
"141",143,841784.654859865,1381519.43613741,1037757.5288051
"142",144,847272.29178705,1392284.71067946,1045081.71600243
"143",145,852422.497334128,1402469.96497479,1051972.52961039
"144",146,856947.386224449,1411243.67663098,1057962.37661703
"145",147,861457.338954951,1420261.87421928,1064004.30167868
"146",148,865936.092463255,1428391.26904422,1069702.32391552
"147",149,871274.321768461,1438871.29783,1076788.89110946
"148",150,876514.908652103,1449628.52611029,1083923.82018846
"149",151,881506.784593119,1459312.67735763,1090522.27079079
"150",152,886074.856523446,1468963.03307965,1096831.73571401
"151",153,890456.501361306,1477800.15066224,1102737.45991684
"152",154,895156.88128002,1487259.99516225,1109041.67032425
"153",155,900222.803159342,1497172.83543663,1115768.90958709
"154",156,905046.882976611,1507332.84447698,1122423.04499163
"155",157,911428.901444469,1518815.60633877,1130561.46288811
"156",158,916082.309905296,1528573.54527794,1136992.88366191
"157",159,920263.809920925,1537131.14238228,1142691.24872207
"158",160,928534.729479094,1550167.13942467,1152656.88460719
"159",161,933423.51275303,1559709.79209472,1159156.26775703
