"","date","low_bound","up_bound","cumcase_predicted"
"109",111,6680303.44903314,4471571891.72194,119214341.753506
"110",112,6890636.05996436,5344786190.98428,130619231.399224
"111",113,7091308.95025188,6081202379.39924,140816311.771573
"112",114,7310102.21573608,7021051770.88558,152632696.587427
"113",115,7526404.07315431,7968929099.48241,164508248.131323
"114",116,7757936.30815918,9158114719.6133,177915494.34051
"115",117,7938546.17219626,10263378095.0306,189503147.909418
"116",118,8141958.3668373,11300204657.1481,201599437.361272
"117",119,8410590.16164675,13232844384.4032,220160946.817204
"118",120,8673910.27991957,15206672174.7905,238708733.154004
"119",121,8941130.79484218,17485175533.891,258672954.016883
"120",122,9247831.22154132,20285060141.9382,282387671.196613
"121",123,9604452.3361908,23604407007.6265,308967106.265161
"122",124,9859601.59826002,26784619800.3667,331694533.633813
"123",125,10119791.031941,29361169696.4783,352652383.290977
"124",126,10416503.4256015,33106927068.6055,379306909.190251
"125",127,10736065.7578412,38958967412.3984,413334972.524466
"126",128,11214843.9622384,46959462627.2001,463794242.99655
"127",129,11585713.7132722,54877169865.5365,507155088.808343
"128",130,12130853.2367411,63269201375.9418,560133380.651441
"129",131,12469714.5769114,70974784995.3158,600396278.843316
"130",132,12825526.2031321,77783154047.4243,640614199.430589
"131",133,13180479.4839949,88288775237.4532,688736014.911871
"132",134,13608497.6804053,101314213434.385,747518485.274233
"133",135,14070094.8945257,113024716884.987,808285892.728225
"134",136,14565082.0209861,139583579702.691,897453225.685942
"135",137,15271441.1719222,160932581296.008,994051509.268908
"136",138,15776785.503486,180842610778.432,1074901565.96677
"137",139,16265723.8360332,209416208483.432,1168681525.10835
"138",140,16793801.6575834,244424368395.492,1276691114.7734
"139",141,17414194.6578046,279709327480.358,1396851406.71447
"140",142,18082310.0015331,341006905151.814,1554066662.32517
"141",143,18851351.2008882,390406202658.806,1716460426.29749
"142",144,19674757.3897911,477748870339.887,1929284290.91974
"143",145,20495508.6837816,578572117897.43,2155995417.53705
"144",146,21254396.1530581,689133416441.242,2388646597.8571
"145",147,22068432.4172347,796432069134.745,2629506056.34082
"146",148,22851948.4493489,961240971498.838,2917471522.76045
"147",149,23888187.1226775,1166126732932.26,3280309898.60611
"148",150,24947270.1929354,1257075844381.72,3579618628.12202
"149",151,25966984.068931,1496618166710.23,3972615115.24117
"150",152,27033261.7768498,1749336358213.63,4382675930.67122
"151",153,28085943.6257292,2067777318345.17,4850773291.86004
"152",154,29231345.642921,2337054260290.64,5320750676.97907
"153",155,30564290.1260689,3201099688958.42,6150698979.5885
"154",156,31947824.8685063,3846029557834.49,6893076108.55312
"155",157,33494741.2393381,4578331588860.3,7755598602.28912
"156",158,34925798.5139168,5242662964317.59,8557881923.02635
"157",159,36232574.4341648,5986830241992.51,9358713584.89926
"158",160,37894995.7283506,6918085904006.59,10452055170.1862
"159",161,39387853.062095,7898048548271.74,11457228385.1033
